vx,vy,vz,wx,wy,wz,base1,shoulder1,elbow1,base2,shoulder2,elbow2,base3,shoulder3,elbow3,base4,shoulder4,elbow4,com_vx,com_vy,com_wz,height,e1x,e1y,e1z,e2x,e2y,e2z,e3x,e3y,e3z,e4x,e4y,e4z,com_x,com_y,quat_x,quat_y,quat_z,quat_w
1.410774,0.09027667,-0.40334454,0.42643043,0.8583459,0.23853214,0.1291758,0.9747955,-1.5134772,-0.1588254,0.33114615,-1.42268,0.11356774,0.5135159,-1.6084126,-0.06087304,1.3785781,-1.6449643,1.5,0.0,0.0,0.31902716,0.06807977,0.16860054,-0.29201296,0.3691073,-0.1998126,-0.20079169,-0.08577864,0.185312,-0.26371095,-0.34557286,-0.16822973,-0.28378177,3.2680175,-0.25196546,-0.0054738624,-0.04915047,-0.10582927,0.9931538
1.4128027,0.07786031,-0.58989125,1.0204962,0.93423194,0.07195822,0.1866602,0.9094907,-1.797621,-0.14516008,0.5261711,-1.370984,0.09140956,0.617744,-1.6188678,-0.024364617,1.4078695,-1.8347508,1.5,0.0,0.0,0.3114417,0.12574011,0.1779103,-0.26618597,0.30958855,-0.19108771,-0.24078932,-0.10992024,0.17206167,-0.2723767,-0.35066092,-0.15734138,-0.26529974,3.2967997,-0.25646222,-0.0005148116,-0.041380256,-0.10409841,0.99370563
1.4152141,0.07345852,-0.4792484,0.12560537,0.24051572,-0.047578067,0.28547332,0.7955532,-2.026451,-0.16348222,0.6513925,-1.482623,0.08065026,0.7351926,-1.6971321,-0.014311241,1.3793452,-2.0630991,1.5,0.0,0.0,0.30322906,0.18090998,0.18986025,-0.21668215,0.24143419,-0.18728776,-0.28028002,-0.1429979,0.1685753,-0.27946872,-0.32456377,-0.1472577,-0.24414599,3.3254063,-0.26099247,0.0042098113,-0.036200788,-0.10418497,0.9938899
1.4083184,0.07474488,-0.35042042,-0.09012534,-0.091000475,0.004337081,0.41380286,0.57659096,-2.140358,-0.17070942,0.76334935,-1.5389386,0.07859548,0.8590713,-1.757618,-0.0563366,1.2618806,-2.2182336,1.5,0.0,0.0,0.29730523,0.22576523,0.20143901,-0.1574827,0.21348824,-0.18854566,-0.2738194,-0.17062056,0.16699994,-0.27342552,-0.28121337,-0.14317818,-0.21914808,3.3537047,-0.26541367,0.0037905711,-0.035480894,-0.10440334,0.99389476
1.3950655,0.07318826,-0.20582418,-0.0047820485,0.06494293,-0.05133448,0.511015,0.29026356,-2.1075826,-0.17872173,0.8591196,-1.5606626,0.0732758,0.96937764,-1.7844726,-0.13416244,1.0513132,-2.2547076,1.5,0.0,0.0,0.2941738,0.26999494,0.20672576,-0.09968345,0.18677446,-0.18979524,-0.27071255,-0.19754839,0.16541721,-0.27030155,-0.23701751,-0.15122613,-0.19606179,3.3815503,-0.2697851,0.0043354686,-0.03503534,-0.104735605,0.9938733
1.4145917,0.06363663,-0.055294577,-0.11977916,0.034009524,-0.12805213,0.53549427,0.030583756,-1.9643624,-0.18518211,0.93629766,-1.5500178,0.0648943,1.0626628,-1.777507,-0.21306552,0.7894431,-2.1666577,1.5,0.0,0.0,0.2940606,0.31546816,0.20468512,-0.059086695,0.16090892,-0.19075513,-0.27065745,-0.2242266,0.16358037,-0.27026397,-0.19514036,-0.16456398,-0.18228422,3.4092796,-0.27427092,0.0053563677,-0.03439931,-0.105881535,0.9937691
1.4576377,0.036655933,0.07657125,-0.35577577,0.126409,-0.12723553,0.49037325,-0.12607358,-1.7793195,-0.18443967,0.99459666,-1.5081135,0.060301557,1.1362172,-1.7374591,-0.2685935,0.54145277,-1.9773154,1.5,0.0,0.0,0.2967412,0.36042777,0.19991249,-0.042322338,0.13506487,-0.19126323,-0.27346975,-0.25121334,0.16187257,-0.27307478,-0.1519585,-0.1786126,-0.18109223,3.4374135,-0.2793456,0.004353465,-0.033224087,-0.10757299,0.9936323
1.4899616,-0.005259715,0.15333387,-0.17576522,0.90717155,0.037016455,0.40275735,-0.12767212,-1.6305324,-0.18148616,1.035471,-1.4509015,0.05885344,1.1679786,-1.6550004,-0.28164482,0.35866573,-1.7375323,1.5,0.0,0.0,0.30137956,0.39598313,0.19869256,-0.05364354,0.108376674,-0.1913551,-0.27828014,-0.27829865,0.1614668,-0.27797258,-0.10926587,-0.19206285,-0.19157925,3.466086,-0.2854397,0.0038579828,-0.026879357,-0.10826664,0.993751
1.5129948,-0.010155434,0.0134848235,-0.5231179,0.6970805,-0.0109331375,0.2974926,0.017018745,-1.5436349,-0.15908386,1.0408689,-1.4938514,0.067106485,1.1823864,-1.5629499,-0.26038584,0.26564053,-1.5481619,1.5,0.0,0.0,0.30444807,0.40523848,0.20359504,-0.09799062,0.080980666,-0.1911617,-0.28154624,-0.30553985,0.16146612,-0.28142637,-0.078095645,-0.20201692,-0.21271324,3.4953942,-0.29212257,0.0015841047,-0.018864326,-0.10867448,0.99389714
1.5336128,0.008370574,-0.22310638,-0.6938353,0.40553635,0.093875796,0.1786674,0.24357426,-1.5326266,-0.14295055,1.0112597,-1.6421115,0.090813994,1.256732,-1.5906975,-0.2313309,0.2713931,-1.4838427,1.5,0.0,0.0,0.30284446,0.37850344,0.20402594,-0.16645087,0.08239016,-0.18626106,-0.2760159,-0.33177826,0.16257071,-0.28000632,-0.067230344,-0.20560883,-0.23393652,3.5253992,-0.2987081,-0.0033034743,-0.013815583,-0.10843672,0.99400187
